geom_type,lon,lat,@id,addr:housenumber,addr:street,amenity,building,check_date,contact:phone,contact:website,emergency,healthcare,name,operator:type,@geometry,wikidata,wikipedia,healthcare:speciality,short_name,website,addr:city,height,start_date,surface,alt_name,operator,health_facility:type,level,opening_hours,source,fixme,addr:postcode,name:pcm,mobile,contact:facebook,description,email,payment:cash,payment:debit_cards,phone,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,facility_use,contact:instagram
Point,3.2766187,6.4568974,node/11942424919,,,hospital,,,,,,,Elbethel Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2821199,6.4516509,node/11942424920,,,hospital,,,,,,,Nigerian Navy Reference Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3325555,6.4206234,node/11970671716,,,hospital,,,,,,,Igbologun Medical Centre,,,,,,,,,,,,,State,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3286428,6.4177241,node/11970671717,,,hospital,,,,,,,Igbologun Primary Health Center Snake Island,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3465493,6.4267238,node/11970682230,,,hospital,,,,,,,Nanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2544288,6.4249233,node/11975012213,,,hospital,,,,,,hospital,Oriom Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2454273,6.4213624,node/11975012214,,,hospital,,,,,,,Outreach Medical Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2523206,6.4137527,node/11975012215,,,hospital,,,,,,,Igbologun Medical Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2743549,6.4223233,node/11975020406,,,hospital,,,,,,,Far East Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2338093,6.4266452,node/11975050294,,,hospital,,,,,,,Irede Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2002549,6.4182879,node/11975057900,,,hospital,,,,,,,Iyagbe Maternity Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3206686,6.4485139,node/11975079559,,,hospital,,,,,,,Hilton Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3307752,6.443242,node/11975079560,,,hospital,,,,,,,Ibafon Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3109456,6.4462778,node/11975079561,,,hospital,,,,,,,St Joseph Mission Clinic,,,,,,,,,,,,,mission/religious,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3119468,6.4428902,node/11975079562,,,hospital,,,,,,,The Point Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3120386,6.4416056,node/11975079563,,,hospital,,,,,,,Aminat Convalesce Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3118978,6.4388124,node/11975079564,,,hospital,,,,,,,Asheco Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2774971,6.4467495,node/11975117976,,,hospital,,,,,,,Grace View Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2798119,6.4481701,node/11975117977,,,hospital,,,,,,,Jes 7 Jes Clinic Amuwo Housing,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2608929,6.4557813,node/11975119548,,,hospital,,,,,,,Kexpress Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2619672,6.4557233,node/11975119549,,,hospital,,,,,,,Dunamis House Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2625472,6.453204,node/11975119550,,,hospital,,,,,,,Rhowil Total Care Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2605657,6.4542575,node/11975119551,,,hospital,,,,,,,Life Hope Multi Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2420866,6.4675367,node/11975119552,,,hospital,,,,,,,Shalom Riyyah Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2417527,6.46519,node/11975119553,,,hospital,,,,,,,Norex Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2454561,6.4531161,node/11975119554,,,hospital,,,,,,,Agbaju Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2520369,6.4529548,node/11975119555,,,hospital,,,,,,,Divine Care Neighborhood Clinic And Maternity Satellite Town,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2562956,6.4517575,node/11975119556,,,hospital,,,,,,,Hopeland Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2564941,6.4509872,node/11975119557,,,hospital,,,,,,,Outreach Specialist Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.256643,6.4486838,node/11975119558,,,hospital,,,,,,,Charles Henry Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2608272,6.44841,node/11975119559,,,hospital,,,,,,,Irede Primary Health Center Riverine,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2646802,6.4497333,node/11975119560,,,hospital,,,,,,,Satellite Town Primary Health Care Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2614616,6.4457401,node/11975127997,,,hospital,,,,,,,Holy Family Hospital and Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2663083,6.4420493,node/11975127998,,,hospital,,,,,,,Bengoz Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2650986,6.4413071,node/11975127999,,,hospital,,,,,,,Irede Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2636301,6.4413204,node/11975128000,,,hospital,,,,,,,De Uzoma Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.259295,6.4345972,node/11975128001,,,hospital,,,,,,,Orion Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2316582,6.4548372,node/11975219713,,,hospital,,,,,,,Joycy Hospital Saka Adisa Street Abule Osun,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3868421,6.5527493,node/12110032961,,,hospital,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4207899,6.6009752,node/12281555810,,,hospital,,,,,,,Good shepherd Catholic church hospital,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4208514,6.6072503,node/12281555811,,,hospital,,,,,,,Barry Medical Clinic,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4300369,6.6055412,node/12281555812,,,hospital,,,,,,,Layo clinic,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.423843,6.6080355,node/12281555813,,,hospital,,,,,,,dan's medical centre hospital,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4310909,6.6072722,node/12281555814,,,hospital,,,,,,,Ajegunle Primary Health care Centre,,,,,,,,,,,,,local government,,,,,,,,,,,,,,,local government,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4149575,6.6068512,node/12281555815,,,hospital,,,,,,,vertiarg hospital,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4230459,6.6064179,node/12281555816,,,hospital,,,,,,,calvary medical centre,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,yes,yes,yes,yes,yes,yes,,
Point,3.4224352,6.606741,node/12281555817,,,hospital,,,,,,,kingfield diagnostic services,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,private/individual,gps,functional,no,yes,yes,yes,yes,yes,,
Point,3.2337858,6.5250008,node/12282713900,,,hospital,,,,,,,Lord's own medical center,,,,,,,,,,,,,private/ individual,,,,survey,,,,,,,,,,,,gps,functional,yes,yes,yes,yes,yes,yes,health care,
Point,3.2388417,6.5285637,node/12282723401,,,hospital,,,,,,,Babatunde Sanwo-Olu primary health care center Okerube,,,,,,,,,,,,,state government,,,,survey,,,,,,,,,,,,gps,functional,yes,yes,yes,yes,yes,yes,health care,
Point,3.2372613,6.5204337,node/12282723406,,,hospital,,,,,,,Temitope faith clinic and maternity house,,,,,,,,,,,,,private/ individual,,,,survey,,,,,,,,,,,,gps,functional,yes,yes,yes,yes,yes,yes,"essential healthcare facility that provides patients in need with specialised medical care, nursing care, and necessary medical supplies",
Point,3.2368086,6.5326196,node/12282723408,,,hospital,,,,,,,Orthopedic hospital,,,,,,,,,,,,,private/ individual,,,,survey,,,,,,,,,,,,gps,functional,no,yes,yes,yes,yes,yes,pile stroke,
Point,3.2370546,6.529012,node/12282723410,,,hospital,,,,,,,Better life Hospital,,,,,,,,,,,,,private/ individual,,,,survey,,,,,,,,,,,,gps,functional,yes,yes,yes,yes,yes,yes,medical,
Point,3.2032677,6.4602978,node/13943367358,16,Oba Dauda Street,hospital,,,,,,hospital,Onyems-B.-Hospital,,,Q131840067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1944073,6.4689964,node/13943393311,6,Task Force Road,hospital,,,,,,hospital,Elphy Specialist Hospital,,,Q131843558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1730193,6.4634167,node/13943621147,,,hospital,,,,,,hospital,De Marvel Sabo Crown Hospital,,,Q126002837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,2.9836407,6.4357572,node/13950795500,8,"Adebayo Ojajuni Street, Off Kemuye Bus-Stop,",hospital,,,,,,hospital,Adebayo Living Tower Hospital,,,Q112078379,,,,,Imeke-Badagry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5091145,6.4321594,node/13964436996,"Q Mall, Plot 20",Lekki Beach Road,hospital,,,,,,hospital,Elite Eyes and Opticals,private,,,,optometry,,https://eliteeyesopticals.com,Lekki peninsula II,,,,,,,,Mo-Fr 09:00-17:00; Sat/Public holidays 10:00- 15:00,,,101245,,+2349019692075,Elite Eyes & Opticals,,,,,,,,,,,,,,,,eliteeyesandopticals_
