geom_type,lon,lat,@id,bench,bin,bus,covered,highway,lit,local_ref,name,public_transport,ref,tactile_paving,wheelchair,addr:country,operator,shelter,network,check_date,check_date:bench,check_date:bin,check_date:shelter,check_date:tactile_paving,departures_board,mapillary,ref:signed,note,transportation,pole,phone,alt_name,bus_stop:category,was:highway,survey:date,fixme,amenity,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,name:signed,name:en
Point,-8.6939098,37.1222997,node/11298552973,no,no,yes,,bus_stop,yes,,Portelas,platform,,no,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
Point,-8.6945938,37.1235861,node/11298552974,no,no,yes,,bus_stop,yes,,Portelas,platform,,no,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
Point,-8.694571,37.1237893,node/11298552975,yes,yes,yes,,bus_stop,yes,,Portelas,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.703486,37.1381647,node/11298552976,no,,,,bus_stop,,,Figueiral,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7060629,37.1401522,node/11298552977,no,,,,bus_stop,,,Vale da Bensafrim,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.722309,37.1550109,node/11298552978,no,no,,,bus_stop,,,Paraíso,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7308129,37.1544387,node/11298552979,no,no,,,bus_stop,yes,,Fronteira,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7345446,37.1553572,node/11298552980,no,,,,bus_stop,,,Bensafrim Junta,platform,,,,,,no,,,,,,,,,,"No bus stop is physically visible here, but the bus stops here nevertheless.",,,,,,,,,,,,,,,,,,,,
Point,-8.7393142,37.1549826,node/11298552981,yes,no,,,bus_stop,yes,,Bensafrim Mercado,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6776777,37.1076298,node/11340713223,no,,yes,,bus_stop,,,Casa das Palmeiras,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6792113,37.1091528,node/11340713224,no,,yes,,bus_stop,,,Esc. EB 2/3 No. 1,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6790235,37.1077886,node/11340713225,no,,yes,,bus_stop,,,CM Lagos,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6788619,37.1077308,node/11340713226,no,,yes,,bus_stop,,,CM Lagos,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6819874,37.1069774,node/11340713227,no,,yes,,bus_stop,,,Avenida da República,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6820591,37.1068356,node/11340713228,no,,yes,,bus_stop,,,Avenida da República,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6854689,37.1037842,node/11340713229,yes,,yes,,bus_stop,,,Rotunda das Cadeiras - PL do Bairro da Abrótea,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6844503,37.1038585,node/11340713230,yes,,yes,,bus_stop,,,Avenida da República (Rot. Cadeiras),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6846079,37.104028,node/11340713231,yes,,yes,,bus_stop,,,Avenida da República (Rot. Cadeiras),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6871178,37.1037486,node/11340713232,no,yes,yes,,bus_stop,yes,,Rua do Moinho do Azeite,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6871806,37.1036919,node/11340713233,yes,yes,yes,,bus_stop,yes,,Rua do Moinho do Azeite,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6887759,37.1059237,node/11340713236,yes,,yes,,bus_stop,,,Esc. Tecnopólis,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6894614,37.1093428,node/11340713237,no,,yes,,bus_stop,,,Fonte Coberta,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7756548,37.1396454,node/11340814151,yes,yes,yes,,bus_stop,,,Barão de São João,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7662309,37.1455588,node/11340814152,no,,yes,,bus_stop,,,Medronhal / Zoo,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7649629,37.1458464,node/11340814153,yes,,yes,,bus_stop,,,Medronhal / Zoo,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7547906,37.1494932,node/11340814154,no,,yes,,bus_stop,,,Azóia,platform,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7469109,37.1512548,node/11340814155,no,,yes,,bus_stop,,,Fonte do Maranhão 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6990221,37.1253184,node/11340851781,no,,yes,,bus_stop,,,Barradas,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7117257,37.1260444,node/11340851782,no,,yes,,bus_stop,,,Barba Preta,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7162177,37.1262829,node/11340851783,no,,yes,,bus_stop,,,Monte Judeo Escolha Velha,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.732435,37.1280193,node/11340851784,no,,yes,,bus_stop,,,Cruzamento do Barão,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.733402,37.1361377,node/11340851796,no,,yes,,bus_stop,,,Moinho do Boneco,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.725476,37.1396043,node/11340851797,no,,yes,,bus_stop,,,Colégio,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7308103,37.145159,node/11340851798,no,,yes,,bus_stop,,,Casa Tomé,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7360084,37.1455455,node/11340851799,no,,yes,,bus_stop,,,Maranhão 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7403549,37.1474627,node/11340851800,no,,yes,,bus_stop,,,Maranhão 1,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6728156,37.1106132,node/11445913646,,,yes,,bus_stop,,,Hotel Marina,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6805973,37.1007283,node/11445913647,no,,yes,,bus_stop,,,Rua Hospital São João de Deus - Esc. J. Dantas,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6869823,37.1022477,node/11445913648,yes,,yes,,bus_stop,,,IEFP - Pólo Formação / Centro Saúde,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6823066,37.1029638,node/11445913649,yes,,yes,,bus_stop,,,Rua Filarmónica Primeiro de Maio - Esc. J. Dantas,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6799576,37.1022065,node/11445913650,yes,,yes,,bus_stop,,,Mercado Santo Amaro,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6786956,37.1004202,node/11445913651,yes,,yes,,bus_stop,,,Rua Compromisso Maritimo,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6773398,37.0983959,node/11445913652,no,,yes,,bus_stop,,,Rua Dr. Francisco Sá Carneiro - CTT,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6764788,37.0970989,node/11445913653,yes,,yes,,bus_stop,,,Finanças,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6815643,37.1119987,node/11446019102,no,,yes,,bus_stop,,,S. João,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6710044,37.1271126,node/11446019103,no,no,yes,,bus_stop,,,Marateca - EN125,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6722778,37.1293725,node/11446019106,,,yes,,bus_stop,,,Rua da Alfarrobeira,platform,,,,,municipal,,onda,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6699677,37.1312564,node/11446019107,yes,no,yes,,bus_stop,,,Chinicato - Esc. 1° Ciclo,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6671606,37.1324265,node/11446019108,yes,yes,yes,,bus_stop,yes,,Chinicato - Ed. Multifunções,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6671424,37.1322868,node/11446019109,yes,yes,yes,,bus_stop,yes,,Chinicato - Ed. Multifunções,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6802064,37.1102292,node/11446100052,no,no,yes,,bus_stop,,,Rua Vasco da Gama,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6824179,37.0979686,node/11446100053,yes,no,yes,,bus_stop,,,Hospital Terras do Infante (Nascente),platform,,no,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6825607,37.0979846,node/11446100054,yes,no,yes,,bus_stop,,,Hospital Terras do Infante (Poente),platform,,no,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6836909,37.0972217,node/11446100055,no,no,yes,,bus_stop,,,Rua Dr. Adelino Palma Carlos,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6836584,37.0971436,node/11446100056,no,no,yes,,bus_stop,,,Rua Dr. Adelino Palma Carlos,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6866383,37.0964314,node/11446100057,yes,no,yes,,bus_stop,,,Esc. Gil Eanes,platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6879023,37.1005855,node/11446100058,no,no,yes,,bus_stop,,,Pedra Alçada - Centro de Saúde (Poente),platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.687848,37.1005256,node/11446100059,no,no,yes,,bus_stop,,,Pedra Alçada - Centro de Saúde (Nascente),platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6882074,37.1013508,node/11446100060,yes,no,yes,,bus_stop,,,Centro de Saúde (Norte),platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7027148,37.1039922,node/11446100061,no,no,yes,,bus_stop,,,Boavista,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7028141,37.1038307,node/11446100064,no,no,yes,,bus_stop,,,Boavista,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7052998,37.1061677,node/11446100065,no,no,yes,,bus_stop,,,Quatro Estradas,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7061226,37.1066522,node/11446100066,no,no,yes,,bus_stop,,,Quatro Estradas,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7110712,37.1041136,node/11446100067,no,no,yes,,bus_stop,,,Monte S. Pedro,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7109184,37.10415,node/11446100068,yes,no,yes,,bus_stop,,,Monte S. Pedro,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7176393,37.0992554,node/11446109269,no,no,yes,,bus_stop,,,Valverde,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7175679,37.0992292,node/11446109270,yes,no,yes,,bus_stop,,,Valverde (Sul),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7225457,37.0948515,node/11446109271,no,no,yes,,bus_stop,,,Quinta da Luz,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7223332,37.0948916,node/11446109272,yes,no,yes,,bus_stop,,,Quinta da Luz,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7283487,37.089315,node/11446109273,yes,no,yes,,bus_stop,,,Clube Luzense,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7313347,37.0873754,node/11446109274,yes,no,yes,,bus_stop,,,Luz - Mercado (nascente),platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.731503,37.0875268,node/11446109275,no,no,yes,,bus_stop,,,Luz - Mercado,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7333041,37.0909822,node/11446109276,no,no,yes,,bus_stop,,,Hotel Bela Vista,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7334395,37.0909999,node/11446109277,no,no,yes,,bus_stop,,,Hotel Bela Vista,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7349114,37.0921729,node/11446109278,no,no,yes,,bus_stop,,,Vila Serena - Avenida Infante Dom Henrique,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7349825,37.0922445,node/11446109279,no,no,yes,,bus_stop,,,Vila Serena - Avenida Infante Dom Henrique,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7370196,37.0877317,node/11446109280,no,no,yes,,bus_stop,,,Avenida Infante Dom Henrique,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7370209,37.0872604,node/11446109281,no,no,yes,,bus_stop,,,Avenida Infante Dom Henrique,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7467627,37.0860601,node/11446109282,no,no,yes,,bus_stop,,,Luz Mar,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7466407,37.0861756,node/11446109283,yes,no,yes,,bus_stop,,,Luz Mar,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7506526,37.0849613,node/11446109284,no,no,yes,,bus_stop,,,Montinhos da Luz,platform,,no,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",bus_station,,,,,,,,,,,
Point,-8.7546819,37.0834571,node/11446109285,no,no,,,bus_stop,,,Porto Dona Maria,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7547456,37.083348,node/11446109286,no,no,,,bus_stop,,,Porto Dona Maria,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7589969,37.0808043,node/11446109287,no,no,,,bus_stop,,,Alagoa / Cama de Vaca,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7591928,37.0806443,node/11446109288,no,no,,,bus_stop,,,Alagoa / Cama de Vaca,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7665159,37.0768878,node/11446109289,no,no,,,bus_stop,,,Escola Internacional Vale Verde,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7665856,37.0769215,node/11446109290,no,no,,,bus_stop,,,Escola Internacional Vale Verde,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7703863,37.0754663,node/11446109291,no,no,,,bus_stop,,,Montinhos do Burgau,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7705043,37.0755048,node/11446109292,no,no,,,bus_stop,,,Montinhos do Burgau,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7339418,37.0932351,node/11446167714,no,no,yes,,bus_stop,,,Monte da Horta,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7340611,37.0932169,node/11446167715,no,no,yes,,bus_stop,,,Monte da Horta,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7359286,37.0956217,node/11446167716,no,no,yes,,bus_stop,,,Caliços,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7360473,37.0955661,node/11446167717,no,no,yes,,bus_stop,,,Caliços,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7371993,37.1000523,node/11446167718,yes,no,yes,,bus_stop,,,Espiche,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7395382,37.0999111,node/11446167719,yes,no,yes,,bus_stop,,,Fontanário (Poente),platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7394396,37.1000218,node/11446167720,yes,no,yes,,bus_stop,,,Fontanário (Nascente),platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7457207,37.100924,node/11446167721,no,no,yes,,bus_stop,,,Areões,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7542273,37.0992901,node/11446167722,no,no,yes,,bus_stop,,,Cerro dos Vales,platform,,no,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7541965,37.0993993,node/11446167723,no,no,yes,,bus_stop,,,Cerro dos Vales,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7591639,37.0974931,node/11446167724,no,no,yes,,bus_stop,,,Belo Horizonte,platform,,no,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7594476,37.0974573,node/11446167725,no,no,yes,,bus_stop,,,Belo Horizonte,platform,,no,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7316465,37.0892176,node/11446196487,yes,no,yes,,bus_stop,,,Rua do Ramalhete 2,platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7287745,37.0907036,node/11446196488,no,no,yes,,bus_stop,,,Rua do Ramalhete 1,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6829992,37.1004716,node/11446196489,yes,no,yes,,bus_stop,,,Escola Júlio Dantas (Norte),platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6820095,37.0963293,node/11446196490,no,no,yes,,bus_stop,,,Rua Dom Manuel I,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.681915,37.0963881,node/11446196491,yes,no,yes,,bus_stop,,,Rua Dom Manuel I (Nascente),platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6904632,37.1459656,node/11446257472,no,no,,,bus_stop,,,Montes Juntos 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6904055,37.1459453,node/11446257473,no,no,,,bus_stop,,,Montes Juntos 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6886077,37.1490736,node/11446257474,no,no,,,bus_stop,,,Montes Juntos 1,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6921523,37.1429943,node/11446257475,no,no,,,bus_stop,,,Montes Juntos 3,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6922696,37.1429745,node/11446257476,no,no,,,bus_stop,,,Montes Juntos 3,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6922971,37.137929,node/11446257477,no,no,yes,,bus_stop,,,Montes Juntos (cruz.),platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6921074,37.1379552,node/11446257478,yes,no,yes,,bus_stop,,,Montes Juntos (cruz.),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6880317,37.1370609,node/11446257479,yes,no,yes,,bus_stop,,,Sargaçal,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6880632,37.137194,node/11446257480,no,no,yes,,bus_stop,,,Sargaçal,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6837912,37.1396005,node/11446257481,no,no,yes,,bus_stop,,,Várzea do Paúl,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.684052,37.1401736,node/11446257482,yes,no,yes,,bus_stop,,,Várzea do Paúl,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6817178,37.1331446,node/11446257483,yes,no,yes,,bus_stop,,,Casteleja,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6812752,37.1331334,node/11446257484,no,no,yes,,bus_stop,,,Casteleja,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6780036,37.134449,node/11446257485,no,no,yes,,bus_stop,,,Solmate,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.677787,37.1343811,node/11446257486,no,no,yes,,bus_stop,,,Solmate,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.668176,37.13431,node/11446257487,no,no,yes,,bus_stop,,,Chinicato - Oficinas da CML,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6681619,37.1342571,node/11446257488,no,no,yes,,bus_stop,,,Chinicato - Oficinas da CML,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7342475,37.1523365,node/11449131288,no,,yes,,bus_stop,,,Barrada do Poço,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7402825,37.1474974,node/11449131289,no,,yes,,bus_stop,,,Maranhão 1,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7333544,37.1361719,node/11449131290,no,,yes,,bus_stop,,,Moinho do Boneco,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7323485,37.1279071,node/11449131291,no,,yes,,bus_stop,,,Cruzamento do Barão,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7160863,37.1263438,node/11449131292,no,,yes,,bus_stop,,,Monte Judeo Escolha Velha,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7117022,37.126116,node/11449131293,no,,yes,,bus_stop,,,Barba Preta,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6990771,37.1253804,node/11449131294,no,,yes,,bus_stop,,,Barradas,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6903559,37.1175785,node/11449131295,no,,yes,,bus_stop,,,ETAR,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.723862,37.1423849,node/11449131319,,,yes,,bus_stop,,,Viaduto,platform,,,,,Onda,no,7,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7260997,37.1446053,node/11449131320,no,,yes,,bus_stop,,,Monte das Figueiras de Cima,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7307942,37.1451227,node/11449131321,no,,yes,,bus_stop,,,Casa Tomé,platform,,no,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7361418,37.1454974,node/11449131322,no,,yes,,bus_stop,,,Maranhão 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6953622,37.1257963,node/11449131324,yes,no,yes,,bus_stop,yes,,Quinta do Paúl,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7561377,37.1375227,node/11449140139,no,,yes,,bus_stop,,,Lagoa da Rosa,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7560914,37.137581,node/11449140140,no,,yes,,bus_stop,,,Lagoa da Rosa,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7372865,37.1292457,node/11449140141,no,,yes,,bus_stop,,,Catalão,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7371859,37.129296,node/11449140142,no,,yes,,bus_stop,,,Catalão,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7447973,37.1336482,node/11449140143,no,,yes,,bus_stop,,,Charneca da Corte,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7447967,37.1337097,node/11449140144,no,,yes,,bus_stop,,,Charneca da Corte,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7631772,37.1387201,node/11449140145,no,,yes,,bus_stop,,,Pédragosa,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7637049,37.138826,node/11449140146,no,,yes,,bus_stop,,,Pédragosa,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7718602,37.1391398,node/11449140147,no,,yes,,bus_stop,,,Várzea Grande-Cruzamento,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
