geom_type,lon,lat,@id,amenity,name,short_name,wikidata,wikipedia,@geometry,addr:city,addr:postcode,addr:street,barrier,contact:email,contact:phone,grades,operator,operator:ref,operator:type,ref,ref:qzp,disused,contact:fax,building,check_date,contact:website,alt_name,website,addr:housenumber,email,phone,religion,survey:date,surface,official_name,source,denomination,isced:level,landuse,playground,fax,ref:aeep,addr:place,name:en,addr:housename,education,description,image,min_age,opening_hours,wheelchair,Latitude,Longitude,ref:UAI,school:FR,facility_amount,facility_pay,facility_use,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,internet_access,level,start_date
Point,3.1943368,6.4921973,way/791169182,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3836835,6.5612685,way/791932032,school,Estaport Schools,,,,center,,,Adekunle Osomo Street,,,,,,,,,,,,,,,,https://estaportprimary.com/,11;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3761445,6.5458418,way/791934386,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3809191,6.5197853,way/791944545,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3691462,6.5221864,way/791944552,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3691093,6.5230892,way/791944557,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3699392,6.5354913,way/791944566,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3214631,6.5204617,way/792345813,school,Apata Memorial Schools,,Q4779210,en:Apata Memorial High School,center,,,,,,,,,,,,,,,,,,,http://www.apatamemorialschool.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3256454,6.5195585,way/792345814,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.370912,6.5463251,way/792352397,school,Lagos Baptist Academy,,Q23073795,en:Baptist Academy,center,,,,,,,,,,,,,,,,,,,http://www.lagosbaptistacademy.com.ng,,,,christian,,,,,baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6993094,6.4739329,way/792676289,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4112735,6.4214,way/792725259,school,Federal College of Fisheries and Marine Technology,,Q5440063,en:Federal College of Fisheries and Marine Technology,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1441443,6.4618756,way/792728846,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3487308,6.5262683,way/792734944,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3610641,6.5564614,way/792734977,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3850159,6.4765799,way/792738599,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3883499,6.490869,way/792738605,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.8891965,6.4858056,way/793075220,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.890249,6.4849697,way/793075221,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3538972,6.6253267,way/793085000,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3536055,6.6194819,way/793085041,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6339793,6.4265371,way/793086938,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6189021,6.4277046,way/793086942,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4919652,6.6049364,way/793092739,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4585101,6.6577422,way/793649740,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4625796,6.6678944,way/793649747,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5155237,6.6315665,way/793649762,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6130015,6.4509343,way/793851327,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5222999,6.4335733,way/794777949,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5100958,6.4331468,way/794777958,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.520748,6.5932036,way/795018743,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5334483,6.5936939,way/795018753,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5067791,6.6202592,way/795027153,school,Salvation Army Primary School,,,,center,Ikorodu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5110639,6.622809,way/795027165,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5096491,6.6218865,way/795027166,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5043959,6.6024161,way/795027175,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3567846,6.5010103,way/795793636,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3656781,6.501632,way/795831083,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3649026,6.5021218,way/795831084,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3491799,6.5166089,way/795831116,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3595808,6.4923632,way/795831138,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3618526,6.4876228,way/795831162,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.360431,6.5052716,way/795831201,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3601957,6.5042343,way/795831202,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3616233,6.5065928,way/795831208,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3598316,6.506322,way/795831213,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3578829,6.5106938,way/795831215,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3579202,6.5146904,way/795831221,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3382344,6.5269871,way/795831297,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3378317,6.5283853,way/795831300,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2446741,6.4985373,way/795977399,school,Hopeful Kids,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4850378,6.6799684,way/797135928,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5180916,6.6173828,way/797274995,school,Government Technical College Ikorodu,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.518464,6.6193343,way/797274996,school,Ikorodu Senior Grammar School,,,,center,Lagos,,Awolowo Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5189065,6.6188892,way/797275022,school,Temidire Primary School,,,,center,Oke-Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6240219,6.6009036,way/797679281,school,Tosfeb Presidency schools,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5223985,6.6216956,way/797699638,school,Strong Tower Academy,,,,center,,,,,,,,,,,,,,,,,,,https://www.strongtoweracademy.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5091836,6.6387778,way/797705030,school,Ikorodu High School,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6733765,6.6708907,way/798167688,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6240292,6.6595831,way/798167697,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3746199,6.4838605,way/798169491,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3286707,6.6410587,way/799500876,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3268633,6.5072132,way/800345363,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5798214,6.4877509,way/802787476,school,Genesis School,,,,center,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5204891,6.6640755,way/855991598,school,Odongunyan Secondary School,,,,center,,,,,,,0-12,Government,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4411996,6.6126206,way/945129464,school,Towolo Community Primary School,,,,center,,,,,,,,,,government,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4331894,6.6089171,way/946622970,school,Salvation college,,,,center,,,,,,,,,,private,,,,,school,,,,,,,,,,,,,,2,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6518071,6.4565573,way/974075747,school,Accolade House Montessori School,,,,center,,,,,,,1-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4130309,6.5803806,way/996245386,school,Assemblies of God School,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4094007,6.5803476,way/996284552,school,Agboyi 2 Primary School,,,,center,,,Agboyi 2,,,,,,,government,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4131369,6.5801498,way/996284554,school,Treasure Goal schools,,,,center,,,Agboyi 1 extension,,,,,,,private,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4132766,6.5815046,way/996284556,school,Gafariya Muslim School,,,,center,,,,,,,,,,private,,,,,,,,,,,,,muslim,,,,Nigerian Red Cross Society,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4099151,6.5780962,way/996284557,school,"Agboyi Nursery/ Primary School, Alakpere Ketu",,,,center,,,,,,,,,,government,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.41526,6.5801527,way/996284558,school,Graccy High School,,,,center,,,,,,,,,,private,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4143636,6.5808792,way/996284559,school,Charity Foundation School,,,,center,,,Oko Agbon,,,,,,,private,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4142419,6.5804032,way/996284560,school,Graccy Royalfield Schools,,,,center,,,Oko Agbon,,,,,,,,,,,,,,,,,,,,,,,,Nigerian Red Cross Society,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5626809,6.6345687,way/1130632445,school,Corban Nursery & Primary School,,,,center,,,Corban Street,,,,0-6,,,,,,,,school,,,,,,,,no,,,,,,,,"swing, slide, rollercoaster, seesaw, trampoline,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4841412,6.4495095,way/1217299737,school,Children's International School,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6820968,37.1014118,way/1233994749,school,Escola Secundária Júlio Dantas,ES Júlio Dantas,,,center,Lagos,8600-342,,fence,direcao@aejd.edu.gov.pt;servicos@aejd.edu.gov.pt,+351 282770990,12-17,Agrupamento de Escolas Júlio Dantas,145415,public,400312,QZP.59,,+351 282770999,,,http://www.aejd.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6797685,37.1079,way/1234008694,school,Escola Básica Sophia de Mello Breyner Andresen,EB1 Sophia de Mello Breyner Andresen;EB1/JI Sophia de Mello Breyner Andresen,,,center,Lagos,8600-324,,fence,eb1.n3.lagos@escolas.min-edu.pt,+351 282760773,3-9,Agrupamento de Escolas Gil Eanes,145427,public,228953,QZP.59,,+351 282760773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6694705,37.1310849,way/1265782413,school,Escola Básica de Chinicato,EB1 de Chinicato,,,center,,8600-306,,fence,eb1.chinicato@escolas.min-edu.pt,+351 282798972,6-9,Agrupamento de Escolas Gil Eanes,145427,public,215831,QZP.59,,+351 282798972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6803498,37.0948327,way/1265782445,school,Escola Básica da Ameijeira,EB1 da Ameijeira;EB1/JI da Ameijeira,,,center,Lagos,8600-609,Rua Leonel Duarte Neves,fence,eb1ji.ameijeira@escolas.min-edu.pt,+351 282767375,3-9,Agrupamento de Escolas Gil Eanes,145427,public,288056,QZP.59,,+351 282767377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7341583,37.0949111,way/1265782462,school,Centro Escolar da Luz,EB1 da Luz;EB1/JI da Luz,,,center,Luz,8600-184,,fence,info@aejd.pt,+351 282767375,3-9,Agrupamento de Escolas Júlio Dantas,145415,public,806769,QZP.59,,,,,,Escola Básica da Luz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1450202,6.4773674,way/1273631322,school,Evonae School,,Q116408471,,center,,,,,,,,,,,,,,,,,,,https://evonaeschools.com.ng/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7662867,37.077389,way/1279140268,school,Escola Internacional Vale Verde,,,,center,Luz,8600-120,Estrada do Burgau,,accounts@vvis.org;director@vvis.org,,6-17,Colégio Vale Verde Lda.,,private,802473,QZP.59,,,,,,,https://www.vvis.org/,,Admissions@vvis.org,+351 282 697 205;+351 934 052 929,,,,,,,,,,+351 282 697 260,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6765405,37.0925144,way/1279173094,school,Externato Jardim Infantil da Torraltinha,,,,center,Lagos,8600-611,Urbanização da Torraltinha,,externato-torraltinha@hotmail.com,+351 282769389,3-9,Olinda da Conceição Benardino Vasques; Maria da Conceição Bernardino Vasques; Luisa Paula da Conceição da Conceição Vasques,,private,501360,QZP.59,,+351 282769389,,,,,,LT 24-27,,,,,,,,,,,,,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7308116,37.1046837,way/1279173095,school,Escola Internacional Primária do Barlavento,,,,center,Luz,8600-110,,,admin@barlavento-international.org;ana.catarino@barlavento-international.net,+351 282094542;+351 913076680,3-9,"Silva Sadler e Vickers, Lda",,private,501130,QZP.59,,+351 282788308,,,https://barlavento-international.org,,,,,,,,,,,,,,,,1431,Ferral,Barlavento International Primary School,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7500733,37.0885568,way/1279173096,school,Colégio São Gonçalo,,,,center,Luz,8600-212,Rua dos Melros,,,+351 282767867;+351 917239601,3-9,Colégio Luz S. Gonçalo Ldª,,private,800386,QZP.59,,+351 282767829,,,https://www.csgoncalo.pt/,,,,,,,,,,,,,,,,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6964825,37.0970897,way/1292739922,school,Colégio Bambino,,,,center,Lagos,8600-281,Estrada da Atalaia,,ji.obambino@escolas.min-edu.pt,+351 282767854,3-11,,,private,501128,QZP.59,,+351 282782146,,,http://www.infantario-obambino.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5172056,6.5373601,way/1310650848,school,Agog Private Schools,,,,center,Ikorodu,104102,Offin Oreta Road,,,,,,,,,,,,,,,,,Opposite Water Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5158093,6.5374465,way/1310650849,school,St. John School,,,,center,Ikorodu,104102,Offin Oreta Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4381952,6.4441793,way/1359909328,school,Meadow Hall School,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3874419,6.4639987,node/1366137185,school,Holy Trinity School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4322308,6.4601891,way/1373912684,school,Alliance Francaise - Mike Adenuga Center,,,,center,,,Osborne,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Alliance Française,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4205062,6.4169275,way/1468952721,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5948229,6.4414614,way/1479654399,school,Charterhouse Lagos,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3732238,6.4968417,node/1513671685,school,Fourier International Montessori School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3754294,6.4873282,node/1513671687,school,Sheraton School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3772247,6.4896556,node/1513671688,school,Soro Montessori Nusery School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3763014,6.4892649,node/1513671691,school,St. Saviours Nusery School Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3736683,6.4947351,node/1513671693,school,Trust Nusery and Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1662497,6.4533639,way/1529868982,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,2.9573544,6.4121752,way/1530678910,school,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6291667,37.1282857,node/1574661710,school,Kitesurf Algarve. School & rental,,,,,,,,,,,,,,,,,,,,,,,https://kitesurf-algarve.com/,,,,,,,,,,,,,,,,,,school,"Kitesurf Algarve. School, rental, rental & rescue, kiteshop, kiterepairs. Kitesurf school with qualified instructors.",https://kitesurf-algarve.com/,,,,,,,,,,,,,,,,,,,,,
Point,3.3944101,6.534435,node/1930603959,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3401408,6.5967299,node/2178399994,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2330552,6.5999355,node/2479302922,school,Abbot Dayspring School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3241234,6.5530941,node/5212259829,school,RAE Creche,,,,,,100263,Stella Osholanke street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2598579,6.5383567,node/6120355030,school,Saint Saviours High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3972197,6.5194205,node/6122513909,school,Civil Engineering Hydraulic Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3926585,6.5119116,node/6122566932,school,Distance Learning Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2623407,6.532362,node/6129518756,school,Queen Maris Group of Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3883093,6.4956426,node/6988054370,school,Whayinna Primary School,,,,,,,Apolo Makoko,,,,,,,,,,,,,,,,,56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3883804,6.4954037,node/6988054371,school,Makoko Dream Primary School,,,,,,,Bale Towe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3875777,6.494686,node/6988054372,school,Doyisem Best Academy,,,,,,,Azinpono Lane Migbewe1,,,,,,,,,,,,,,,,,32b/35b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3881164,6.4957128,node/6988054373,school,Makoko Dream Nursery School,,,,,,,Bale Towe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3124111,6.6259835,node/7001111609,school,Folbim High School,,,,,,,Ipaja Road,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2275152,6.5920962,node/7334681785,school,Liberty College,,,,,,23401,"Balogun Road, Balogun Town.",,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1684048,6.4606407,node/7337204425,school,Learnfast Comprehensive Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1675358,6.4604062,node/7337266366,school,Victory Land College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3857,6.6371,node/8499579824,school,"local government school i, isheri-olofin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,07:45 - 16:00,yes,,,,,,,,,,,,,,,,,,
Point,3.19913,6.51717,node/8533320760,school,"Roman Catholic Mission Primary School, Itire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51717,3.19913,,,,,,,,,,,,,,,,
Point,4.00536,6.66517,node/8533320840,school,"St. David'S Anglican School, Orogbe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66517,4.00536,,,,,,,,,,,,,,,,
Point,3.3844594,6.637796,node/8533320918,school,"St. Paul Primary School I, Ijoku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63711,3.38567,,,,,,,,,,,,,,,,
Point,4.0054,6.6652,node/8533569948,school,"St. Anne'S Catholic Primary School, Irawo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3yrs,Mo-Fr 07:45 - 4:00,yes,6.6652,4.0054,,,,,,,,,,,,,,,,
